name,address,latitude,longitude,placeId,types,phone,website,rating,reviewCount,businessStatus,openingHours,source,query,city,createdAt,updatedAt,reviews,reviewSummary,hours,originalPhone,originalWebsite,enrichedPhones,enrichedWebsites,enrichedEmails,enrichedSocial,enrichedHours,enrichmentSources,enrichmentConfidence,enrichmentDate
SOTRACO JAS SERVICE,"1/ Zoungoudo, Bohicon, Benin",7.1797349,2.071453,ChIJwezFWcoeJRARw2oheWxJ3L0,real_estate_agency;point_of_interest;establishment,,,4.7,3,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:16.636Z
CTA-ELEVAGE,"229, Bohicon, Benin",7.179734700000001,2.071453,ChIJcxNk63cZJRARCnJGcK6M87g,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:22.587Z
Shademe,"229, Bohicon, Benin",7.186285,2.0524188,ChIJpTzHvccbJRARnrnVQryH4s0,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:37.848Z
Union des Leaders,"229 65024052, Bohicon sodohome alikpa, m/ALLAKPE, Bohicon, Benin",7.177025500000001,2.0963129,ChIJl_oW07oZJRAR814EqVcH6hs,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:47.056Z
Bénin Teck Company,"RNI2, Houegbo, Benin",6.8234591,2.1938119,ChIJV0zFhdLBJBARKpQNgxx-AeQ,general_contractor;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:47.316Z
Yaff,"C8JP+VW7, Abomey Calavi, Benin",6.4321698,2.3373085,ChIJr9qc9x-pJBARwcHUgVBbI4U,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:52.106Z
Ferme Agro-challeng,"53J7+5FX, Bohicon, Benin",7.179854000000001,2.0635193,ChIJCZLbIgAbJRARVwlNvLkFMNM,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:52.434Z
Ferme Agro-Sylvopastorale Saint Firmin de Kinta Gare,"32HJ+X3V, Agbangnizoun, Benin",7.0799824,2.0301784,ChIJfVyg3FTjJBARQvAsLoUCzQg,food;point_of_interest;establishment,,,4,1,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:57.068Z
OuDou et fils,"53H8+9P4, Bohicon, Benin",7.1784683,2.0668261,ChIJfRQNqWcZJRARC_a5xi-rOSg,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:39:57.489Z
AYE BUISINESS CENTER,"0066, Bohicon, Benin",7.178542999999999,2.0716683,ChIJkyxzfEgZJRAR0VBxZWuNdGc,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:01.357Z
Dagbedji Eco Tech Center,"02 BP 150, Bohicon, Benin",7.271069499999999,2.0606076,ChIJG3lgPjARJRARa3rPlaXzj1M,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:02.464Z
Don de Dieu semassa,"3XF7+2FW, Agbangnizoun, Benin",7.072622699999999,1.9636914,ChIJ2fdYXAD9JBARZu-pFvIKgpE,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:10.031Z
AKPIDJO,"31, Cové, Benin",7.2190985,2.3382682,ChIJU3xErvAvJRAR4TuCA4nIKO0,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:10.993Z
Buvette ESI/ Pro Dogbo e.V.,"RQ7M+4CM, Unnamed Road, Dogbo, Benin",6.812801299999999,1.783487,ChIJx7FsJL9fJBAREbN6vkREUlU,food;point_of_interest;establishment,,,4.6,25,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:11.309Z
Star-king service,"Bohicon, Benin",7.151879,2.0565734,ChIJM2m9f9wdJRAR2PGEATB3hN8,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:17.876Z
Folorunsho AD,"0000, Bohicon, Benin",7.1797286,2.0715135,ChIJf6rAMGkZJRARfsI-0YeaivM,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:19.453Z
Ets Yohanna Business,"229, Bohicon, Benin",7.179768399999999,2.0714223,ChIJTyZrOYIZJRARiDakSWPllnM,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:24.914Z
石子厂,"84CQ+2RC, Dan, Benin",7.320068899999999,2.1395243,ChIJWxaCKtcXJRARGV6quYfI84s,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:25.836Z
Ferme Agro-Sylvopastorale Saint Firmin de Kinta,"RN20, kinta, Benin",7.1640183,2.0868167,ChIJU0rrHkUfJRAR9cNqAHz-JAg,food;point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,manufacturer,Abomey,2025-06-14T22:06:21.481Z,2025-06-14T22:06:21.481Z,,,,,,,,,{},,,0,2025-09-26T19:40:26.131Z
Marche Houndjroto,"5XJR+5VJ, Abomey, Benin",7.1804538,1.992129,ChIJVVVV8VMbJRAR8_n9vZEgFpQ,point_of_interest;establishment,,,4.2,36,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:26.940Z
Marché de ZOUNZONME,"5252+P4, Abomey, Benin",7.1593521,2.0003278,ChIJA1_2htEdJRARuyg-qmlbMHY,point_of_interest;establishment,,,3.5,11,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:33.166Z
DXD MARKET,"0229, Abomey, Benin",7.185501899999999,1.9979443,ChIJtw1BOQkbJRARwi2-l7ckLhg,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:33.415Z
city bafana,"5XPX+55W pharmacie sos, Abomey, Benin",7.1854773,1.9979411,ChIJoyYYXwAbJRARtKxXZTnEqOY,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:39.000Z
Marché,"53H8+38R, Bohicon, Benin",7.177749299999999,2.0657712,ChIJ7eXlAagbJRARPbjFnlJj6Ks,point_of_interest;establishment,,,4,291,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:40.095Z
Zakpo market Bohicon,"53V7+948, Bohicon, Benin",7.193412500000001,2.0628226,ChIJ6UnR3-AbJRARrtMJ-FavbnU,point_of_interest;establishment,,,3.8,126,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:40.408Z
kasor ets,"5XJQ+7XC, Abomey, Benin",7.1806794,1.989887,ChIJ9XX_7r4bJRARvgIYE2GuL9E,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:46.223Z
The crown market,"C8V5+787, Abomey Calavi, Benin",6.4431534,2.308288300000001,ChIJhWVEj6qpJBAR0zih1MPFsAw,point_of_interest;establishment,,,3.9,7,OPERATIONAL,,google_places,market,Abomey,2025-06-14T22:05:36.352Z,2025-06-14T22:05:36.352Z,,,,,,,,,{},,,0,2025-09-26T19:40:53.542Z
Agblomè sohohoué,"5XJM+9CG, Abomey, Benin",7.1809422,1.9835935,ChIJP3Q0gJcFJRAR4Eq-D5CAJHc,point_of_interest;store;establishment,,,3.5,2,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:40:54.130Z
Patrice gsm,"BP 12, Abomey, Benin",7.182285100000001,1.9849015,ChIJx-KXUc0FJRARbyY53rr52cg,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:40:57.616Z
Ets PROXI Service Technologie,"52M3+3JX, Abomey, Benin",7.1827448,2.004115,ChIJGcOGHgAbJRAR67YbmGsjIrI,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:00.741Z
APPLE BUSINESS STORE,"229, Abomey Calavi, Benin",6.421517700000001,2.3373339,ChIJ_3Bmn6ypJBARSkkDmWQPsb0,point_of_interest;store;establishment,,,4.7,3,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:01.178Z
Mouth Store,"6.441667733391021, 2.3430763108820503, Benin",6.4502929,2.3468165,ChIJ3ztKBcepJBARsrokZOY6xE4,point_of_interest;store;establishment,,,0,0,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:01.510Z
Chez Rolis (iphonnerie) ,"229, Abomey Calavi, Benin",6.4714852,2.3559793,ChIJ508DwPupJBAR2EMpZZo8dSw,point_of_interest;store;establishment,,,4.8,4,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:04.807Z
MELSTORE BENIN,"Calavi Calavi, Parana, Benin",6.4299243,2.3324928,ChIJ4cLtISKpJBARd0lDdcR-Sas,electronics_store;point_of_interest;store;establishment,,,4.3,24,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:07.039Z
Abomey-Calavi,"Abomey Calavi, Benin",6.4502929,2.3468165,ChIJl8fCNbGpJBARgl0EMNgw3I4,point_of_interest;establishment,,,4.3,17,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:10.062Z
Janvier Apple Store,"Abomey Calavi, Benin",6.430051799999999,2.3292223,ChIJiw5TlsmpJBARWMtYYFjl_nw,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.933Z,2025-06-14T22:06:03.933Z,,,,,,,,,{},,,0,2025-09-26T19:41:10.483Z
HADJAGOUN TECH,"Zogbadjè, Abomey Calavi, Benin",6.431684799999999,2.341221,ChIJFWLiGtqpJBARABALF4_uqTA,point_of_interest;store;establishment,,,5,3,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.934Z,2025-06-14T22:06:03.934Z,,,,,,,,,{},,,0,2025-09-26T19:41:13.159Z
ONLYGOD_MARKET,"Zogbadjè Derrière le petit portail de l'Université d, Abomey Calavi, Benin",6.4221759,2.3377992,ChIJi6GfKZipJBARLZ_3ZlqXND8,point_of_interest;store;establishment,,,5,1,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.934Z,2025-06-14T22:06:03.934Z,,,,,,,,,{},,,0,2025-09-26T19:41:13.586Z
L'INO GSM,"C8QV+XXP, Abomey Calavi, Benin",6.439972999999999,2.344935200000001,ChIJNzRNbOypJBARiM9nznLDXWg,point_of_interest;store;establishment,,,1,1,OPERATIONAL,,google_places,mobile phone store,Abomey,2025-06-14T22:06:03.934Z,2025-06-14T22:06:03.934Z,,,,,,,,,{},,,0,2025-09-26T19:41:16.149Z
O2 Lounge Bar,"Ganhi, Cotonou, Benin",6.3562425,2.4277995,ChIJISycSwBVIxARoN9Yjk3gph4,night_club;point_of_interest;establishment,,,4.9,10,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:19.261Z
Homeboy lounge bar,"9C34+H69, Cotonou, Benin",6.353899300000001,2.4056193,ChIJjX4nUUlUIxARV8VEQdJJypQ,bar;point_of_interest;establishment,,,3.9,146,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:21.456Z
Night club benin calavi,"C88Q+VVC, Unnamed Road, Godomey, Benin",6.4172861,2.3396524,ChIJdTBm4xepJBARU2jWp8dRK04,bar;point_of_interest;establishment,,,4,2,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:25.422Z
Calypso Night Club,"Piste Amalco, Cotonou, Benin",6.356725399999999,2.3935457,ChIJu5RhVDJUIxAR93ExWiKd2lg,point_of_interest;establishment,,,3.9,157,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:25.728Z
PRÉSIDENCE Lounge Bar,"53J2+5WP, Bohicon, Benin",7.181552699999999,2.0524174,ChIJF4u06HIbJRARXbTH-Wj52jk,night_club;bar;point_of_interest;establishment,,,4.4,5,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:27.741Z
PR CLUB,"53J2+5WP, Bohicon, Benin",7.181556699999999,2.0524051,ChIJpSOWre4bJRARx2Lyx7mFDOY,night_club;point_of_interest;establishment,,,4,1,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:28.103Z
Don Escobar,"C9W2+H78, Calavi Bakitha, Abomey Calavi, Benin",6.4463618,2.3507087,ChIJZ6pgZxKpJBARSqIFAlHViy8,night_club;point_of_interest;establishment,,,4,3,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:31.929Z
Makoomba,"Rte De L'Aeroport, Cotonou, Benin",6.353659899999999,2.3872072,ChIJJ-2mpC5UIxARqkZ0vqIDIUo,restaurant;food;point_of_interest;establishment,,,4,494,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:32.315Z
Code Bar,"Rue 230, Cotonou, Benin",6.3517285,2.3867483,ChIJWzuF1S5UIxART5PmACTK8Aw,bar;point_of_interest;establishment,,,4.2,1575,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:32.623Z
One Day Night club,"229, Cotonou, Benin",6.3706326,2.465378,ChIJ39Gdo26rPBARWFRk00fSAms,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:38.190Z
LELUXE,"229 Rte de Tankpé, Abomey Calavi, Benin",6.422676,2.3201851,ChIJ31iZhxmpJBAR0tCFZlDKy1U,night_club;bar;point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:38.498Z
Lounge Shogun,"F943+FPM, Abomey Calavi, Benin",6.4562294,2.3543548,ChIJ_7SvFZapJBARSQer09zvkLg,night_club;bar;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:38.884Z
LE COMPLEX,"0000, Cotonou, Benin",6.350985199999999,2.3529187,ChIJsbJ1FENXIxARQiEf6RliXm0,bar;point_of_interest;establishment,,,4.2,372,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:39.144Z
Zone 5 Bar,"88X7+F9G, Cotonou, Benin",6.3487373,2.3134665,ChIJQVRkahZXIxARUablAq0xil8,bar;point_of_interest;establishment,,,4.4,134,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:47.896Z
"Golden nights (restaurant, bar and nightclub)","9C6M+7VQ, Boulevard Steinmetz, Cotonou, Benin",6.360702799999999,2.4347385,ChIJ2yPfL59VIxARD0Gvs9xnaF8,night_club;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:48.232Z
Fair Bar,"Plage, Derrière wellness fitness, Cotonou, Benin",6.3474964,2.3815395,ChIJ_bEcYzNVIxAR7aCv3Wl-x-k,restaurant;food;point_of_interest;establishment,,,4.2,17,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:48.523Z
Salle de fête EMBUSCAD,"Calavi, 229 69763535, Benin",6.4502929,2.3468165,ChIJy_-O46epJBARtJGgNuywqQw,bar;point_of_interest;establishment,,,3.5,2,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:51.677Z
Arc-En-Ciel Bar Restaurant,"01 BP 3697, Abomey Calavi, Benin",6.4031404,2.317083,ChIJnTYz9KKpJBARL6yYAMAOzlM,night_club;bar;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:52.500Z
JP Louenge,"F867+C6V, Abomey Calavi, Benin",6.4610799,2.3131507,ChIJf0JEAACpJBARoNeXNkDlETE,night_club;bar;point_of_interest;establishment,,,4,8,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:53.453Z
SKULL LOUNGE,"444, Cotonou, Benin",6.3521766,2.342672,ChIJk7ZdEwBXIxARtcC9EHjwn18,point_of_interest;establishment,,,4.3,15,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:53.777Z
KARAOKE ENJAILLAMENT,"229, Benin",6.4502929,2.3468165,ChIJ5Xt1LsOpJBAR6SsOPihPOJk,point_of_interest;establishment,,,2,1,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:41:59.788Z
Cooperative Volaille Benin,"F87P+3C9, Unnamed Road, Abomey Calavi, Benin",6.4626746,2.3361238,ChIJjyHa4d-pJBARIDBPk8M2efc,night_club;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,nightclub,Abomey,2025-06-14T22:05:17.343Z,2025-06-14T22:05:17.343Z,,,,,,,,,{},,,0,2025-09-26T19:42:00.045Z
Pharmacie St Luc de DJIME,"52JF+8XP, Abomey, Benin",7.180830399999999,2.0249797,ChIJ9-lhLAAbJRARZX4O7p0yvSU,pharmacy;health;point_of_interest;store;establishment,,,5,1,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:00.297Z
PHARMACIE ROYALE D'ABOMEY,"478 BOHICON, Abomey, Benin",7.180496300000001,1.9741032,ChIJgYjw99sFJRAR1tZCiZ3y-IU,pharmacy;health;point_of_interest;store;establishment,,,5,1,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:00.534Z
PHARMACIE DES MUSEES D'ABOMEY,"Abomey, Benin",7.191889499999999,1.9929656,ChIJT558_7QbJRAR89LrJnkQ6tA,health;point_of_interest;store;establishment,,,0,0,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:06.837Z
Pharmacie Arcon-Ville,"F9F3+4V Arcon-ville lot 11parcelle k, Abomey Calavi, Benin",6.4731209,2.3535611,ChIJs9MauTupJBARX0POeIqHpRE,pharmacy;health;point_of_interest;store;establishment,,,3.8,99,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:07.226Z
Pharmacie Chateau D'eau,"F82W+4P8, Abomey Calavi, Benin",6.4502929,2.3468165,ChIJVVVVVQGpJBARb7oswmZuYzs,pharmacy;health;point_of_interest;store;establishment,,,4,26,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:07.637Z
Pharmacie LALO HLASSAM,"Neant, Abomey Calavi, Benin",6.902170799999999,1.9414163,ChIJz7SVHkTxJBARPDP0L8s6lPY,pharmacy;health;point_of_interest;store;establishment,,,4.8,6,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:14.157Z
Pharmacie AZONNIGBO,"53G7+432, RNIE4, Bohicon, Benin",7.175338,2.0626591,ChIJ1y6HQf8bJRARRV3NWLEIGHI,pharmacy;health;point_of_interest;store;establishment,,,4.4,11,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:15.313Z
Pharmacie Emmanuel,"C8VV+VJ6, Abomey Calavi, Benin",6.4446534,2.3440239,ChIJUaP7g6qpJBAR6FpnTdAj60c,pharmacy;health;point_of_interest;store;establishment,,,4,28,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:15.576Z
Pharmacie AGNIDE,"478, Abomey, Benin",7.1527838,2.086133,ChIJz8XaaykfJRAR9Gti2JZFJZs,pharmacy;health;point_of_interest;store;establishment,,,0,0,OPERATIONAL,,google_places,pharmacy,Abomey,2025-06-14T22:05:50.061Z,2025-06-14T22:05:50.061Z,,,,,,,,,{},,,0,2025-09-26T19:42:15.958Z
HORACOM EXECUTIVE HOMES REALTY,"Zopah, Abomey Calavi, Benin",6.484444099999999,2.3573687,ChIJQ459rVVVIxARaSiHjnPG7aQ,real_estate_agency;finance;general_contractor;point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,real estate agency,Abomey,2025-06-14T22:06:15.630Z,2025-06-14T22:06:15.630Z,,,,,,,,,{},,,0,2025-09-26T19:42:21.026Z
ANDY IMMOBILIER SERVICES,"derrière clôture ORTB, 04BP 1009 COTONOU, 0022962085749, Abomey-Calavi, Zogbadjè, Benin",6.422033,2.3394222,ChIJIXhoQ_-pJBARqSX5xd2p9mg,real_estate_agency;point_of_interest;establishment,,,4.8,12,OPERATIONAL,,google_places,real estate agency,Abomey,2025-06-14T22:06:15.630Z,2025-06-14T22:06:15.630Z,,,,,,,,,{},,,0,2025-09-26T19:42:27.182Z
SBEE,"5XPV+GP6, Abomey, Benin",7.186546099999999,1.9943881,ChIJASFCP20bJRARbLI_kohIUZQ,real_estate_agency;point_of_interest;establishment,,,1,1,OPERATIONAL,,google_places,real estate agency,Abomey,2025-06-14T22:06:15.630Z,2025-06-14T22:06:15.630Z,,,,,,,,,{},,,0,2025-09-26T19:42:27.693Z
AGENCE IMMOBILIÈRE SCGI BÉNIN SARL,"Arrondissement 2 Bohicon, Honmèho, Benin",7.181615099999999,2.0371733,ChIJDzSoFwsbJRARduYZMJyPbsQ,real_estate_agency;point_of_interest;establishment,,,5,10,OPERATIONAL,,google_places,real estate agency,Abomey,2025-06-14T22:06:15.630Z,2025-06-14T22:06:15.630Z,,,,,,,,,{},,,0,2025-09-26T19:42:28.115Z
Agence immobilière Forlakè Immo Abikpe,"5XPX+654, Abomey, Benin",7.185501899999999,1.9979443,ChIJr_rY4XgbJRARm7PhVnz6YMs,real_estate_agency;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,real estate agency,Abomey,2025-06-14T22:06:15.630Z,2025-06-14T22:06:15.630Z,,,,,,,,,{},,,0,2025-09-26T19:42:28.569Z
